번호,서명,저자,발행자,발행년,책수,단가,금액
4908,(꽃만 볼 줄 알았는데 벌레를 잡고 있는) 가드너의 일,박원순 지음,날,2022,1,"\15,000","15,000"
4909,"걷기, 제대로 걸어야 운동이다",장 드루앵,시그마북스,2019,1,"\22,000","22,000"
4910,과식하지 않는 삶  : 소박하게 먹고 단순하게 산다,이시구로 세이지 지음,머스트리드북,2022,1,"\14,500","14,500"
4911,굿바이 치매  : 뇌를 알아야 치매가 보인다,김숙희 지음,신지,2022,1,"\16,000","16,000"
4912,나도 한다! 셀프 인테리어  : 아야빠의 새집 만들기 프로젝트,아야빠 지음,허들링북스,2022,1,"\20,000","20,000"
4913,"내 몸의 설계자, 호르몬 이야기",박승준 지음,청아출판사,2022,1,"\16,000","16,000"
4914,(독소를 배출하고 혈액을 맑게 하는) 물 건강법,선재광 지음,전나무숲,2022,1,"\14,000","14,000"
4915,두더지 잡기  : 노년의 정원사가 자연에서 배운 것들,마크 헤이머 지음,카라칼,2021,1,"\17,800","17,800"
4916,척추만 잘~자극해도 병의 90%는 낫는다,선재광 지음,전나무숲,2021,1,"\14,800","14,800"
4917,마인드풀 이팅  : 심리학자가 말하는 체중 감량의 비밀,미하엘 마흐트 지음,일므디,2022,1,"\17,000","17,000"
4918,면역의 모든 것  : 나를 살리는 내 몸의 전투력,헤더 모데이 지음,코리아닷컴,2022,1,"\17,000","17,000"
4919,개는 천재다,브라이언 헤어,디플롯,2022,1,"\22,000","22,000"
4920,음식물 쓰레기 전쟁  : 인간의 이기적 욕망을 고발하는 충격 리포트,앤드루 스미스 지음,와이즈맵,2021,1,"\15,000","15,000"
4921,모던의 시대 우리 집  : 레트로의 기원,최예선 지음,모요사,2022,1,"\28,000","28,000"
4922,"놀이, 놀이터, 놀이도시  : 놀이가 놀이터가 궁금한 나와 당신에게 던지는 26가지 질문",김연금 지음,한숲,2022,1,"\14,000","14,000"
4923,탄소로운 식탁  : 우리가 놓친 먹거리 속 기후위기 문제,윤지로 지음,세종서적,2022,1,"\18,000","18,000"
4924,미학의 탄생  : 근대 초기 미학의 성립과 전개,J. 콜린 매퀼런 지음,이학사,2022,1,"\20,000","20,000"
4925,슬기로운 전기생활  : 일반인을 위한 생활 속 전기공학 지침서,조수환 지음,맨투맨사이언스,2021,1,"\16,000","16,000"
4926,저녁 식탁에서 지구를 생각하다  : 건강하고·공평하고·지속가능하고·정의롭게 먹는다는 것,제시카 판조 지음,사람in,2021,1,"\16,000","16,000"
4927,그림의 방  : 나를 기다리는 미술,이은화 지음,아트북스,2022,1,"\17,000","17,000"
4928,"1페이지로 시작하는 미술 수업  : 작품, 화가, 역사, 신화로 배우는 미술 이야기",김영숙 지음,빅피시,2022,1,"\13,800","13,800"
4929,찻잔 이야기,박홍관 지음,형설elife,2022,1,"\28,000","28,000"
4930,"조선시대 사가기록화, 옛 그림에 담긴 조선양반가의 특별한 순간들",박정혜 지음,혜화1117,2022,1,"\59,000","59,000"
4931,"필요했어, 이런 미술 수업  : 미술실에서 만나는 과학·수학·문학·역사·경제·사회",엄미정 지음,다른,2022,1,"\14,500","14,500"
4932,"고양이, 우리 그림 속을 거닐다  : 전통 채색화부터 디지털 한국화까지, 화가 15인의 손끝에 피어난 고양이",고경원 지음,야옹서가,2021,1,"\19,800","19,800"
4933,어쨌거나 밤은 무척 짧을 것이다  : 세기의 아이들을 위한 반영화입문,유운성 지음,보스토크 프레스,2021,1,"\17,000","17,000"
4934,"경성의 화가들, 근대를 거닐다  서촌편",황정수 지음,푸른역사,2022,1,"\20,000","20,000"
4935,"경성의 화가들, 근대를 거닐다  북촌편",황정수 지음,푸른역사,2022,1,"\22,000","22,000"
4936,이현석의 입이 트이는 영어 최고의 스피킹 60  여가생활 편,이현석 지음,EBS Books,2022,1,"\15,000","15,000"
4937,음악의 언어  : 흐르는 시간에서 음표를 건져 올리는 법,송은혜 지음,시간의흐름,2021,1,"\14,000","14,000"
4938,거의 모든 행동 표현의 영어  : 영어의 반경이 넓어진다!,서영조 지음,사람in,2022,1,"\16,000","16,000"
4939,100% 네이티브 영국 영어  : 진짜 생생한 영국 영어를 체험하다,브릿센트 지음,넥서스,2022,1,"\16,800","16,800"
4940,K-culture로 배우는 시사영어,김경석 지음,신아사,2022,1,"\18,000","18,000"
4941,눈물 한 방울  : 이어령의 마지막 노트,이어령 지음,김영사,2022,2,"\15,800","31,600"
4942,네이티브는 쉬운 독일어로 말한다,에밀리 지음,길벗,2022,1,"\16,000","16,000"
4943,댄싱 걸스  : M.M. 쉬나르 장편소설,M.M. 쉬나르 지음,황금시간,2022,2,"\15,000","30,000"
4944,아빠의 어쩌면책,팀 오브라이언 지음,섬과 달,2022,2,"\17,000","34,000"
4945,(happy와 sad 그 이상이 필요한 이들을 위한) 영어 감정 표현 사전,샘 노리스 저,길벗이지톡,2022,1,"\27,000","27,000"
4946,"김성동 천자문  : 동아시아 최고 인생 교과서, 천 개 글자로 풀어낸 인문 에세이",김성동 쓰고 지음,태학사,2022,1,"\22,000","22,000"
4947,어몽어스  : 우주의 배신자,로라 리비에르 지음,빚은책들,2021,2,"\13,800","27,600"
4948,언제 올지 모를 희망 말고 지금 행복했으면  : 모든 순간 소중한 나에게 건네는 헤세의 위로,송정림 지음,자음과모음,2022,2,"\15,000","30,000"
4949,자기돌봄의 시,엮은이: 나태주,북로그컴퍼니,2022,2,"\15,800","31,600"
4950,플레인송,켄트 하루프 지음,문학동네,2022,2,"\17,000","34,000"
4951,"지금이야, 무엇이든 괜찮아",김정희 지음,Kong,2021,2,"\15,000","30,000"
4952,"(엄마는 당연했고, 가족들은 당황했던) 스키터",박지현 지음,아홉 프레스,2021,2,"\13,800","27,600"
4953,유서를 쓰고 밥을 짓는다,김민 지음,이곳,2022,2,"\16,000","32,000"
4954,0％를 향하여,서이제 지음,문학과지성사,2022,2,"\14,000","28,000"
4955,연어가 돌아오는 계절,고영서 지음,천년의시작,2021,2,"\10,000","20,000"
4956,남자가 된다는 것,니콜 크라우스 지음,문학동네,2022,2,"\14,000","28,000"
4957,미키7,에드워드 애슈턴 지음,황금가지,2022,2,"\15,000","30,000"
4958,사서함 110호의 우편물,이도우 지음,수박설탕,2022,2,"\15,000","30,000"
4959,트로츠키와 야생란,이장욱 지음,창비,2022,2,"\15,000","30,000"
4960,겨울장면,김엄지 지음,작가정신,2021,2,"\12,000","24,000"
4961,오트 쿠튀르,이지아 지음,문학과지성사,2020,1,"\9,000","9,000"
4962,인간만세,오한기 지음,작가정신,2021,2,"\13,000","26,000"
4963,욕조가 놓인 방,이승우 지음,작가정신,2022,2,"\13,000","26,000"
4964,니는 내맹쿠로 살지 마래이,최종렬 지음,피엔에이월드,2021,2,"\13,800","27,600"
4965,지구가 죽으면 달은 누굴 돌지?,김혜순 지음,문학과지성사,2022,2,"\9,000","18,000"
4966,당신의 아름다움,조용미 지음,문학과지성사,2020,1,"\9,000","9,000"
4967,부디 아프지 마라  : 가장 소중하고 아름다웠던 삶의 순간들에게,나태주 지음,시공사,2020,2,"\15,000","30,000"
4968,우리가 다른 귀신을 불러오나니,김이삭 [외] 지음,한겨레출판,2022,2,"\15,000","30,000"
4969,악마의 계약서는 만기 되지 않는다,리러하 지음,팩토리나인,2022,2,"\14,500","29,000"
4970,테헤란로를 걷는 신라공주,이상훈 지음,파람북,2021,2,"\15,500","31,000"
4971,좀비즈 어웨이,배예람 지음,안전가옥,2022,2,"\10,000","20,000"
4972,오너러블 스쿨보이 . 1,존 르카레 지음,열린책들,2022,2,"\17,800","35,600"
4973,걸작은 아직  : '처음 만나는' 아버지와 아들의 '부자 재탄생' 프로젝트,세오 마이코 지음,스토리텔러,2022,2,"\14,000","28,000"
4974,일일 다정함 권장량  = Daily recommended affinity,송재은 지음,웜그레이앤블루,2021,2,"\15,000","30,000"
4975,거의 모든 기쁨,이소연 지음,아시아,2022,1,"\9,500","9,500"
4976,멕시칸 고딕,실비아 모레노-가르시아 지음,황금가지,2022,2,"\15,000","30,000"
4977,"비올레트, 묘지지기",발레리 페랭 지음,엘리,2022,2,"\18,500","37,000"
4978,다섯번째 산,파울로 코엘료 지음,문학동네,2022,2,"\15,000","30,000"
4979,교과서가 쉬워지는 주말여행  = A weekend trip for textbooks easier  : 아이가 스스로 배우는 자기주도여행 214,김수진,길벗,2022,1,"\22,000","22,000"
4980,(에이든) 국내여행 가이드북  : 2022-2023,이정기,타블라라사,2022,1,"\18,800","18,800"
4981,거꾸로 읽는 그리스 로마사  : 신화가 아닌 보통 사람의 삶으로 본 그리스 로마 시대,개릿 라이언 지음,다산초당,2022,1,"\18,000","18,000"
4982,생각이 많은 날에는 남해에 갑니다  : 사진작가 산들의 버릇처럼 남해 여행,이산들 지음,푸른향기,2022,1,"\16,000","16,000"
4983,캠핑을 100% 즐기는 100가지 방법  : 캠요리부터 캠기술까지,Figinc,참좋은날,2022,1,"\14,000","14,000"
4984,(식객 허영만의) 백반기행 . 3,허영만 지음,가디언,2022,1,"\17,000","17,000"
4985,리얼 제주  = Jeju  : 제주를 가장 멋지게 여행하는 방법,김태연,한빛라이프,2022,1,"\17,000","17,000"
4986,(식객 허영만의) 백반기행 . 2,허영만 지음,가디언,2021,1,"\17,000","17,000"
4987,날씨가 바꾼 세계의 역사  : 로마제국의 번성에서 미국의 독립까지,로날드 D. 게르슈테 지음,미래의창,2022,1,"\16,000","16,000"
4988,사신을 따라 청나라에 가다  : 조선인들의 북경 체험,손성욱 지음,푸른역사,2021,1,"\15,900","15,900"
4989,"1923년생 조선인 최영우  : 남방의 포로감시원, 5년의 기록",최양현,효형출판,2022,1,"\14,000","14,000"
4990,(맨 처음이 궁금한) 최초의 것들,이다온 지음,대일출판사,2022,2,"\15,000","30,000"
4991,세계의 상  : 세상을 바꾼 아름다운 가치,심중수 지음,봄볕,2022,2,"\14,000","28,000"
4992,초등학생을 위한 똑똑한 좋은 뉴스  : 세상은 여러분의 생각만큼 나쁘지 않아요!,라슈미 시르데슈판드 지음,솔빛길,2022,2,"\12,000","24,000"
4993,냥 작가의 독서록 상담소,즐비 지음,파란정원,2022,2,"\13,000","26,000"
4994,(한번 배우면 평생 가는) 어린이 자존감,거센 카우프만,현대지성,2022,2,"\13,000","26,000"
4995,논리적으로 글쓰는 습관,사이토 다카시 지음,북스토리지,2022,2,"\14,000","28,000"
4996,(초등학생이 알아야 할) 참 쉬운 심리학,라라 브라이언,비룡소인터내셔널,2022,2,"\15,000","30,000"
4997,진실이란 무엇일까요?,오스카 브르니피에 지음,상수리,2022,2,"\14,000","28,000"
4998,(유진 피터슨의) 우리아기 처음성경,유진 피터슨 지음,넥서스CROSS,2022,1,"\35,000","35,000"
4999,(만화)액티비티 성경  : 구약 . 1,크레마인드 지음,생명의말씀사,2022,1,"\19,000","19,000"
5000,(만화)액티비티 성경  : 구약 . 2,크레마인드 지음,생명의말씀사,2022,1,"\19,000","19,000"
5001,존리의 금융 모험생 클럽  : 처음 만나는 금융동화 . 2,존 리,미래엔아이세움,2021,1,"\14,000","14,000"
5002,세상을 바꾸는 따뜻한 금융,김연희 글,미래엔,2022,2,"\11,000","22,000"
5003,강성태의 공부 마스터  : 전문가에게 배우는 쓸모 있는 지식,이정은 지음,미래엔,2022,2,"\13,500","27,000"
5004,(세계를 한눈에) 각양각색 세계 음식,마츠모토 리에코 지음,천개의바람,2022,2,"\16,000","32,000"
5005,(토기부터 백자까지) 우리 그릇 이야기,임창섭 지음,시공주니어,2022,2,"\13,000","26,000"
5006,(학교에서 가르쳐주지 않지만) 잘살기 위해 꼭 알아야 할 것들  돈,후루모토 유야 지음,길벗,2022,1,"\12,000","12,000"
5007,(학교에서 가르쳐주지 않지만) 잘살기 위해 꼭 알아야 할 것들  리더십,기리타니 노바 지음,길벗,2022,1,"\12,000","12,000"
5008,(학교에서 가르쳐주지 않지만) 잘살기 위해 꼭 알아야 할 것들  시간 관리,나나에 지음,길벗,2022,1,"\12,000","12,000"
5009,워런 버핏의 백만장자 비밀클럽,앤디 헤이워드,아이휴먼,2022,2,"\12,500","25,000"
5010,그날이야  : 첫 생리를 앞둔 너에게,로지 케수스 지음,풀빛,2022,2,"\13,000","26,000"
5011,(어떻게 말해야 할까?) 차별 없는 말 사전,아웃박스 지음,project p,2022,2,"\13,000","26,000"
5012,성우는 어때?,김지혜 지음,토크쇼,2022,2,"\13,000","26,000"
5013,(어린이를 위한) 천재의 습관,라이브 지음,넥서스주니어,2022,2,"\13,500","27,000"
5014,(알수록 재미있는) 메타버스 시대 진로직업,이보경,지브레인,2022,2,"\12,000","24,000"
5015,(공룡박물관) 소형 육식 공룡,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5016,(공룡박물관) 소형 초식 공룡,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5017,(공룡박물관) 티라노사우루스 렉스 윌슨의 비밀,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5018,(공룡박물관) 트리케라톱스 도일의 비밀,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5019,(공룡박물관) 스피노사우루스 에시엔의 비밀,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5020,(공룡박물관) 대형 육식 공룡,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5021,(공룡박물관) 스테고사우루스 비버의 비밀,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5022,(공룡박물관) 중형 육식 공룡,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5023,(공룡박물관) 중형 초식 공룡,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5024,(공룡박물관) 대형 초식 공룡,자오촹 그림,봄이아트북스,2022,1,"\24,000","24,000"
5025,뭔말 과학 용어 200  : 장풍쌤이 콕 집은 초등/중등 과학교과서 필수용어 . 1권,장성규 글,메가스터디(주),2022,1,"\16,000","16,000"
5026,뭔말 과학 용어 200  : 장풍쌤이 콕 집은 초등/중등 과학교과서 필수용어 . 2권,장성규 글,메가스터디(주),2022,1,"\16,000","16,000"
5027,문북  : 달의 놀라운 비밀을 찾아 떠나는 특별한 여행,새닐른 벅스너,청어람아이,2022,2,"\18,000","36,000"
5028,달콤짭짤 바삭촉촉,올라 볼다인스카-프워친스카 지음,우리학교,2022,2,"\16,000","32,000"
5029,"여기는 쓰레기별, 긴급 구조 바람!",올라 볼다인스카-프워친스카 지음,우리학교,2021,2,"\14,800","29,600"
5030,똑똑한 기계들 사이에서  : AI 세상에서 잘 살기 위한 안내서,코시코사 글,너머학교,2022,2,"\20,500","41,000"
5031,"미생물, 네가 궁금해!",필립 번팅 지음,북극곰,2022,2,"\15,000","30,000"
5032,(초등학생이 알아야 할) 음악 100가지,제롬 마틴 [외] 글,비룡소인터내셔널,2022,2,"\13,000","26,000"
5033,지구를 지키는 50가지 환경 미션,변지선,썬더버드,2022,2,"\13,000","26,000"
5034,오! 자동차,폴 크라프트 지음,보림,2022,2,"\22,000","44,000"
5035,어린이 뮤직 스쿨  : 귀로 듣고 눈으로 보는 음악 안내서,찰리 몰런드 글,시공주니어,2022,2,"\18,000","36,000"
5036,(문해력을 키우는) 초등 관용구  : 초등 교과 과정과 연계한 우리말 관용구 100가지를 재미있게 배워요!,정가영 지음,경향BP(경향비피),2022,2,"\12,000","24,000"
5037,열세 살까지 해야 할 50가지 모험,피에르도메니코 바칼라리오,썬더키즈,2022,1,"\13,500","13,500"
5038,이 정도 국어는 알아야 초등학생,김남길 글·그림,풀과바람,2022,2,"\13,000","26,000"
5039,열세 살까지 해야 할 50가지 방학 모험,피에르도메니코 바칼라리오,썬더키즈,2022,1,"\13,500","13,500"
5040,토니 축 당첨! 여름휴가,필립 베히터 글·그림,주니어RHK,2022,2,"\13,500","27,000"
5041,괴물 사용 설명서,전건우 글,크레용하우스,2022,2,"\13,000","26,000"
5042,리어왕,[원작]: 윌리엄 셰익스피어,고래의숲,2022,2,"\13,000","26,000"
5043,달콤한 사물함,강인영 [외] 글,그린북,2022,2,"\13,000","26,000"
5044,변신,"허연, 프란츠 카프카 지음",솔(솔출판사),2020,2,"\13,000","26,000"
5045,전쟁과 평화,레프 톨스토이 원작,삼성출판사,2005,2,"\13,000","26,000"
5046,본능을 찾아서,조은혜 글,고래뱃속,2022,2,"\12,000","24,000"
5047,용기가 필요한 여름,조은경 지음,뜨인돌어린이,2022,2,"\13,000","26,000"
